"mes","dia","dolar_compra","dolar_venta","real_compra","real_venta","peso_compra","peso_venta","yen_compra","yen_venta","euro_compra","euro_venta","libra_compra","libra_venta"
"julio","05","4.484,66","4.486,66","2.155,02","2.223,21","961,35","992,08","54,50","56,24","5.444,18","5.616,40","6.779,66","6.993,36"
"julio","06","4.485,33","4.492,53","2.155,23","2.226,34","961,07","992,82","54,44","56,25","5.389,30","5.566,24","6.755,01","6.976,90"
"julio","07","4.485,33","4.492,53","2.155,23","2.226,34","961,07","992,82","54,44","56,25","5.389,30","5.566,24","6.755,01","6.976,90"
"julio","08","4.485,33","4.492,53","2.155,23","2.226,34","961,07","992,82","54,44","56,25","5.389,30","5.566,24","6.755,01","6.976,90"
"julio","09","4.499,68","4.505,61","2.144,28","2.214,60","962,45","994,07","54,76","56,56","5.361,15","5.535,14","6.753,48","6.974,23"
"julio","10","4.495,19","4.498,35","2.145,31","2.215,83","966,81","997,86","54,70","56,47","5.361,90","5.532,07","6.763,75","6.978,74"
"julio","11","4.479,82","4.488,78","2.135,03","2.206,01","957,67","989,81","54,68","56,49","5.322,71","5.498,76","6.732,80","6.957,16"
"julio","12","4.480,25","4.486,73","2.137,76","2.208,80","957,23","988,81","54,53","56,31","5.324,09","5.497,59","6.757,79","6.978,66"
"julio","13","4.436,97","4.438,49","2.099,24","2.165,43","947,47","977,64","54,29","56,01","5.247,27","5.412,29","6.636,55","6.845,48"
"julio","14","4.436,97","4.438,49","2.099,24","2.165,43","947,47","977,64","54,29","56,01","5.247,27","5.412,29","6.636,55","6.845,48"
"julio","15","4.436,97","4.438,49","2.099,24","2.165,43","947,47","977,64","54,29","56,01","5.247,27","5.412,29","6.636,55","6.845,48"
"julio","16","4.374,89","4.385,32","2.078,79","2.149,67","933,18","964,87","53,55","55,34","5.190,40","5.365,00","6.596,32","6.817,42"
"julio","17","4.390,46","4.393,98","2.085,47","2.153,17","936,50","966,77","54,04","55,78","5.211,43","5.377,79","6.650,03","6.862,52"
"julio","18","4.374,21","4.386,01","2.083,57","2.154,33","932,01","963,96","53,70","55,53","5.185,35","5.362,34","6.612,69","6.837,35"
"julio","19","4.389,35","4.398,87","2.105,26","2.175,83","935,24","966,78","54,00","55,82","5.217,77","5.392,13","6.654,31","6.877,19"
"julio","20","4.383,44","4.388,21","2.099,20","2.168,09","932,44","962,85","54,08","55,84","5.210,32","5.377,75","6.679,37","6.895,19"
"julio","21","4.383,44","4.388,21","2.099,20","2.168,09","932,44","962,85","54,08","55,84","5.210,32","5.377,75","6.679,37","6.895,19"
"julio","22","4.383,44","4.388,21","2.099,20","2.168,09","932,44","962,85","54,08","55,84","5.210,32","5.377,75","6.679,37","6.895,19"
"julio","23","4.367,47","4.378,83","2.092,90","2.163,77","929,05","960,80","53,95","55,78","5.154,91","5.329,47","6.619,02","6.842,36"
"julio","24","4.374,78","4.386,36","2.079,15","2.149,86","929,58","961,39","54,10","55,93","5.144,02","5.317,58","6.585,54","6.808,07"
"julio","25","4.405,61","4.409,19","2.093,49","2.160,52","935,62","965,87","54,63","56,40","5.161,89","5.326,30","6.633,24","6.845,27"
"julio","26","4.427,94","4.442,95","2.104,00","2.176,96","940,36","973,26","54,89","56,82","5.205,23","5.384,86","6.642,80","6.873,24"
"julio","27","4.458,91","4.471,73","2.135,03","2.207,93","946,42","979,03","55,27","57,18","5.322,52","5.503,36","6.787,88","7.019,27"
"julio","28","4.458,91","4.471,73","2.135,03","2.207,93","946,42","979,03","55,27","57,18","5.322,52","5.503,36","6.787,88","7.019,27"
"julio","29","4.458,91","4.471,73","2.135,03","2.207,93","946,42","979,03","55,27","57,18","5.322,52","5.503,36","6.787,88","7.019,27"
"julio","30","4.417,67","4.424,45","2.124,62","2.194,23","936,64","967,62","54,53","56,31","5.293,43","5.466,85","6.731,53","6.951,25"
"julio","31","4.404,91","4.412,06","2.098,19","2.167,66","933,94","964,91","54,60","56,39","5.235,42","5.408,30","6.704,82","6.923,85"
"agosto","01","4.403,62","4.408,48","2.084,68","2.152,37","932,14","962,55","54,69","56,47","5.258,23","5.427,72","6.699,01","6.914,70"
"agosto","02","4.404,03","4.410,55","2.090,59","2.158,97","933,85","964,58","54,59","56,38","5.251,89","5.422,77","6.656,92","6.873,84"
"agosto","03","4.405,89","4.410,17","2.085,76","2.153,93","931,60","961,87","54,62","56,40","5.191,28","5.358,36","6.631,95","6.845,47"
"agosto","04","4.405,89","4.410,17","2.085,76","2.153,93","931,60","961,87","54,62","56,40","5.191,28","5.358,36","6.631,95","6.845,47"
"agosto","05","4.405,89","4.410,17","2.085,76","2.153,93","931,60","961,87","54,62","56,40","5.191,28","5.358,36","6.631,95","6.845,47"
"agosto","06","4.402,13","4.408,10","2.103,79","2.172,33","930,30","960,89","54,34","56,11","5.271,82","5.443,12","6.665,15","6.881,48"
"agosto","07","4.410,97","4.415,38","2.110,20","2.178,18","932,17","962,48","54,71","56,49","5.315,78","5.486,11","6.688,37","6.903,01"
"agosto","08","4.404,83","4.411,49","2.109,45","2.178,51","929,86","961,11","54,28","56,05","5.307,10","5.479,95","6.682,05","6.901,33"
"agosto","09","4.404,83","4.411,49","2.110,80","2.179,91","929,35","960,06","54,53","56,31","5.282,32","5.455,25","6.692,73","6.912,36"
"agosto","10","4.415,10","4.420,68","2.121,17","2.190,08","931,01","961,54","54,45","56,21","5.255,24","5.425,50","6.684,78","6.902,01"
"agosto","11","4.415,10","4.420,68","2.121,17","2.190,08","931,01","961,54","54,45","56,21","5.255,24","5.425,50","6.684,78","6.902,01"
"agosto","12","4.415,10","4.420,68","2.121,17","2.190,08","931,01","961,54","54,45","56,21","5.255,24","5.425,50","6.684,78","6.902,01"
"agosto","13","4.417,46","4.421,70","2.124,09","2.192,43","931,00","961,24","54,75","56,51","5.267,90","5.437,36","6.717,07","6.932,78"
"agosto","14","4.402,43","4.408,49","2.105,80","2.174,45","926,83","957,33","54,50","56,28","5.268,77","5.441,40","6.699,34","6.917,80"
"agosto","15","4.402,43","4.408,49","2.105,80","2.174,45","926,83","957,33","54,50","56,28","5.268,77","5.441,40","6.699,34","6.917,80"
"agosto","16","4.399,52","4.408,44","2.104,72","2.174,75","926,32","957,32","54,13","55,94","5.258,88","5.434,28","6.694,48","6.915,96"
"agosto","17","4.404,68","4.408,92","2.113,55","2.182,63","926,80","956,90","53,92","55,65","5.280,00","5.449,43","6.724,12","6.939,64"
"agosto","18","4.404,68","4.408,92","2.113,55","2.182,63","926,80","956,90","53,92","55,65","5.280,00","5.449,43","6.724,12","6.939,64"
"agosto","19","4.404,68","4.408,92","2.113,55","2.182,63","926,80","956,90","53,92","55,65","5.280,00","5.449,43","6.724,12","6.939,64"
"agosto","20","4.401,79","4.405,40","2.114,67","2.182,40","924,99","955,20","53,69","55,42","5.252,63","5.420,40","6.694,95","6.908,55"
"agosto","21","4.393,87","4.399,61","2.108,78","2.177,38","923,16","953,37","53,69","55,44","5.258,10","5.428,24","6.692,28","6.910,03"
"agosto","22","4.399,23","4.405,12","2.113,97","2.182,81","923,45","954,11","53,73","55,47","5.323,40","5.495,83","6.737,14","6.957,01"
"agosto","23","4.415,40","4.426,91","2.118,59","2.190,35","927,54","959,04","54,06","55,88","5.339,54","5.520,36","6.768,33","6.996,29"
"agosto","24","4.405,23","4.413,08","2.108,60","2.179,30","925,41","956,25","54,49","56,30","5.375,53","5.552,54","6.786,07","7.010,18"
"agosto","25","4.405,23","4.413,08","2.108,60","2.179,30","925,41","956,25","54,49","56,30","5.375,53","5.552,54","6.786,07","7.010,18"
"agosto","26","4.405,23","4.413,08","2.108,60","2.179,30","925,41","956,25","54,49","56,30","5.375,53","5.552,54","6.786,07","7.010,18"
"agosto","27","4.407,22","4.414,06","2.112,05","2.181,29","924,93","955,84","54,38","56,15","5.362,56","5.537,44","6.764,34","6.986,57"
"agosto","28","4.410,49","4.414,85","2.107,89","2.175,77","926,61","956,63","54,36","56,10","5.354,14","5.526,07","6.757,81","6.975,02"
"agosto","29","4.407,89","4.414,87","2.088,84","2.157,70","922,27","952,92","54,47","56,26","5.372,79","5.548,17","6.767,08","6.987,86"
"agosto","30","4.414,05","4.422,74","2.091,35","2.161,12","924,56","955,65","54,38","56,18","5.370,02","5.547,89","6.782,10","7.007,39"
"agosto","31","4.427,48","4.437,43","2.098,13","2.168,41","927,17","958,93","54,68","56,51","5.369,18","5.548,56","6.788,99","7.016,46"
"setiembre","01","4.427,48","4.437,43","2.098,13","2.168,41","927,17","958,93","54,68","56,51","5.369,18","5.548,56","6.788,99","7.016,46"
"setiembre","02","4.427,48","4.437,43","2.098,13","2.168,41","927,17","958,93","54,68","56,51","5.369,18","5.548,56","6.788,99","7.016,46"
"setiembre","03","4.416,34","4.419,18","2.111,31","2.178,98","923,74","953,44","54,69","56,45","5.396,37","5.567,72","6.798,90","7.015,45"
"setiembre","04","4.406,64","4.411,67","2.100,46","2.169,50","921,22","951,30","54,58","56,36","5.384,09","5.558,70","6.790,38","7.010,14"
"setiembre","05","4.409,36","4.415,95","2.093,53","2.163,09","920,40","951,10","54,56","56,35","5.373,72","5.548,64","6.794,14","7.016,94"
"setiembre","06","4.408,24","4.414,27","2.096,49","2.164,81","919,57","949,82","54,55","56,35","5.389,03","5.565,07","6.803,96","7.025,75"
"setiembre","07","4.411,97","4.417,26","2.101,87","2.170,00","919,36","949,44","54,20","55,99","5.407,29","5.582,53","6.819,99","7.041,55"
"setiembre","08","4.411,97","4.417,26","2.101,87","2.170,00","919,36","949,44","54,20","55,99","5.407,29","5.582,53","6.819,99","7.041,55"
"setiembre","09","4.411,97","4.417,26","2.101,87","2.170,00","919,36","949,44","54,20","55,99","5.407,29","5.582,53","6.819,99","7.041,55"
"setiembre","10","4.416,34","4.422,85","2.111,52","2.181,54","919,28","949,62","54,89","56,67","5.481,19","5.659,48","6.865,30","7.088,50"
"setiembre","11","4.413,02","4.418,93","2.112,33","2.181,54","918,10","948,27","54,68","56,46","5.473,64","5.651,37","6.848,15","7.071,61"
"setiembre","12","4.405,53","4.412,12","2.115,84","2.185,41","916,54","946,81","54,96","56,76","5.495,55","5.674,43","6.866,01","7.090,72"
"setiembre","13","4.407,79","4.412,14","2.116,09","2.185,31","917,01","946,81","54,91","56,67","5.516,32","5.692,98","6.884,93","7.106,19"
"setiembre","14","4.414,29","4.419,36","2.117,95","2.187,04","918,46","948,36","55,20","56,99","5.557,86","5.737,66","6.912,64","7.136,38"
"setiembre","15","4.414,29","4.419,36","2.117,95","2.187,04","918,46","948,36","55,20","56,99","5.557,86","5.737,66","6.912,64","7.136,38"
"setiembre","16","4.414,29","4.419,36","2.117,95","2.187,04","918,46","948,36","55,20","56,99","5.557,86","5.737,66","6.912,64","7.136,38"
"setiembre","17","4.409,38","4.414,53","2.121,58","2.190,29","915,67","945,90","54,66","56,42","5.622,67","5.803,78","6.949,86","7.174,94"
"setiembre","18","4.406,23","4.411,49","2.104,20","2.172,61","914,23","944,14","54,34","56,10","5.607,97","5.789,20","6.948,74","7.174,41"
"setiembre","19","4.413,86","4.420,77","2.112,31","2.181,91","915,82","946,13","54,44","56,24","5.594,13","5.777,06","6.958,63","7.186,85"
"setiembre","20","4.424,88","4.436,59","2.120,62","2.193,62","916,93","948,39","54,75","56,60","5.607,24","5.798,18","6.962,70","7.199,25"
"setiembre","21","4.442,55","4.450,62","2.127,51","2.198,92","920,29","950,99","55,06","56,87","5.577,49","5.761,33","6.979,30","7.210,89"
"setiembre","22","4.442,55","4.450,62","2.127,51","2.198,92","920,29","950,99","55,06","56,87","5.577,49","5.761,33","6.979,30","7.210,89"
"setiembre","23","4.442,55","4.450,62","2.127,51","2.198,92","920,29","950,99","55,06","56,87","5.577,49","5.761,33","6.979,30","7.210,89"
"setiembre","24","4.445,98","4.452,94","2.130,94","2.201,16","920,51","950,97","55,16","56,98","5.600,34","5.783,92","7.007,54","7.236,92"
"setiembre","25","4.418,98","4.424,55","2.115,18","2.184,21","915,02","944,61","55,02","56,81","5.535,90","5.715,63","6.942,27","7.167,33"
"setiembre","26","4.418,25","4.423,25","2.116,40","2.185,72","913,80","943,63","55,03","56,80","5.555,13","5.733,86","6.965,12","7.189,11"
"setiembre","27","4.432,12","4.444,72","2.113,65","2.186,07","916,47","948,21","55,27","57,14","5.527,00","5.715,02","6.939,27","7.175,11"
"setiembre","28","4.462,41","4.481,09","2.131,65","2.207,32","922,44","955,46","55,72","57,72","5.564,34","5.762,23","7.009,20","7.258,47"
"setiembre","29","4.462,41","4.481,09","2.131,65","2.207,32","922,44","955,46","55,72","57,72","5.564,34","5.762,23","7.009,20","7.258,47"
"setiembre","30","4.462,41","4.481,09","2.131,65","2.207,32","922,44","955,46","55,72","57,72","5.564,34","5.762,23","7.009,20","7.258,47"
"octubre","01","4.449,22","4.461,30","2.125,88","2.198,33","919,71","951,24","55,49","57,37","5.553,07","5.740,80","6.968,20","7.205,00"
"octubre","02","4.431,10","4.432,41","2.121,19","2.189,60","914,50","943,57","55,05","56,80","5.552,37","5.726,23","6.944,12","7.162,77"
"octubre","03","4.428,22","4.434,13","2.119,39","2.188,72","913,91","943,93","55,05","56,85","5.559,07","5.739,98","6.943,90","7.170,43"
"octubre","04","4.441,74","4.451,01","2.127,75","2.198,68","916,21","947,02","54,84","56,68","5.560,97","5.745,36","6.927,19","7.157,22"
"octubre","05","4.454,80","4.465,62","2.133,38","2.212,35","940,40","949,93","54,90","56,88","5.624,85","5.547,19","6.995,09","7.230,73"
"octubre","06","4.454,80","4.465,62","2.133,38","2.212,35","940,40","949,93","54,90","56,88","5.624,85","5.547,19","6.995,09","7.230,73"
"octubre","07","4.454,80","4.465,62","2.133,38","2.212,35","940,40","949,93","54,90","56,88","5.624,85","5.547,19","6.995,09","7.230,73"
"octubre","08","4.442,06","4.443,64","2.126,75","2.194,93","914,82","944,25","54,75","56,47","5.624,27","5.800,73","6.974,22","7.194,25"
"octubre","09","4.433,17","4.437,64","2.115,19","2.184,42","913,09","942,67","54,98","56,75","5.574,75","5.754,29","6.891,89","7.113,09"
"octubre","10","4.441,03","4.444,36","2.118,73","2.186,65","914,12","943,60","55,02","56,78","5.565,25","5.743,89","6.897,22","7.116,75"
"octubre","11","4.443,60","4.448,15","2.116,31","2.184,75","914,17","943,90","55,01","56,78","5.558,12","5.738,11","6.907,24","7.129,05"
"octubre","12","4.444,48","4.450,08","2.117,15","2.186,02","914,93","944,82","54,87","56,67","5.581,21","5.761,52","6.918,10","7.141,93"
"octubre","13","4.444,48","4.450,08","2.117,15","2.186,02","914,93","944,82","54,87","56,67","5.581,21","5.761,52","6.918,10","7.141,93"
"octubre","14","4.444,48","4.450,08","2.117,15","2.186,02","914,93","944,82","54,87","56,67","5.581,21","5.761,52","6.918,10","7.141,93"
"octubre","15","4.448,73","4.453,95","2.112,74","2.181,17","915,80","945,64","55,02","56,83","5.598,63","5.779,45","6.937,22","7.161,95"
"octubre","16","4.448,01","4.452,46","2.116,54","2.185,79","915,66","945,32","54,77","56,56","5.584,78","5.764,15","6.927,47","7.150,21"
"octubre","17","4.444,96","4.450,65","2.117,79","2.186,94","915,03","944,94","54,70","56,48","5.623,20","5.805,43","6.949,45","7.175,34"
"octubre","18","4.467,75","4.476,52","2.132,73","2.204,64","919,72","950,43","55,03","56,85","5.685,84","5.874,54","7.001,99","7.234,50"
"octubre","19","4.458,13","4.466,78","2.130,76","2.201,90","913,76","944,35","54,55","56,36","5.661,49","5.849,25","6.974,37","7.205,81"
"octubre","20","4.458,13","4.466,78","2.130,76","2.201,90","913,76","944,35","54,55","56,36","5.661,49","5.849,25","6.974,37","7.205,81"
"octubre","21","4.458,13","4.466,78","2.130,76","2.201,90","913,76","944,35","54,55","56,36","5.661,49","5.849,25","6.974,37","7.205,81"
"octubre","22","4.459,24","4.466,77","2.133,29","2.203,85","913,03","943,35","54,50","56,28","5.633,92","5.818,86","6.930,69","7.158,89"
"octubre","23","4.468,76","4.474,63","2.141,12","2.211,00","914,01","944,01","54,28","56,04","5.662,85","5.846,10","6.951,55","7.177,31"
"octubre","24","4.468,68","4.475,44","2.135,81","2.206,82","913,51","943,69","54,28","56,06","5.622,44","5.805,54","6.917,19","7.143,70"
"octubre","25","4.470,29","4.473,43","2.138,16","2.207,47","913,46","943,26","54,31","56,04","5.619,26","5.798,46","6.951,33","7.172,25"
"octubre","26","4.462,60","4.468,78","2.136,48","2.206,37","911,31","941,29","53,92","55,69","5.614,79","5.796,90","6.983,96","7.211,72"
"octubre","27","4.462,60","4.468,78","2.136,48","2.206,37","911,31","941,29","53,92","55,69","5.614,79","5.796,90","6.983,96","7.211,72"
"octubre","28","4.462,60","4.468,78","2.136,48","2.206,37","911,31","941,29","53,92","55,69","5.614,79","5.796,90","6.983,96","7.211,72"
"octubre","29","4.457,61","4.458,90","2.133,56","2.200,95","909,33","938,22","54,31","56,02","5.594,24","5.770,26","6.970,53","7.189,08"
"octubre","30","4.460,55","4.461,51","2.131,92","2.199,96","910,03","938,77","54,34","56,05","5.583,65","5.758,92","6.940,51","7.157,60"
"octubre","31","4.462,94","4.468,74","2.129,91","2.200,27","909,56","939,30","54,36","56,15","5.609,59","5.791,49","6.960,25","7.186,63"
"noviembre","01","4.464,51","4.472,13","2.132,24","2.202,69","908,45","938,73","54,27","56,05","5.616,32","5.800,35","6.971,79","7.201,02"
"noviembre","02","4.465,25","4.469,50","2.132,07","2.200,86","907,55","937,00","54,07","55,81","5.618,12","5.798,28","6.993,30","7.218,24"
"noviembre","03","4.465,25","4.469,50","2.132,07","2.200,86","907,55","937,00","54,07","55,81","5.618,12","5.798,28","6.993,30","7.218,24"
"noviembre","04","4.465,25","4.469,50","2.132,07","2.200,86","907,55","937,00","54,07","55,81","5.618,12","5.798,28","6.993,30","7.218,24"
"noviembre","05","4.473,82","4.480,95","2.135,63","2.207,36","909,77","939,60","53,90","55,66","5.575,53","5.758,02","6.960,73","7.188,79"
"noviembre","06","4.468,21","4.471,20","2.129,71","2.198,77","908,15","937,16","53,97","55,71","5.540,79","5.716,88","6.922,96","7.144,08"
"noviembre","07","4.471,75","4.477,97","2.132,65","2.202,21","908,49","938,29","54,04","55,80","5.557,76","5.738,07","6.934,52","7.159,83"
"noviembre","08","4.473,54","4.479,77","2.133,92","2.204,61","909,24","939,16","54,26","56,04","5.537,86","5.717,98","6.933,39","7.158,67"
"noviembre","09","4.471,73","4.473,48","2.130,23","2.197,73","908,58","937,64","54,29","56,00","5.530,85","5.704,58","6.934,92","7.152,65"
"noviembre","10","4.471,73","4.473,48","2.130,23","2.197,73","908,58","937,64","54,29","56,00","5.530,85","5.704,58","6.934,92","7.152,65"
"noviembre","11","4.471,73","4.473,48","2.130,23","2.197,73","908,58","937,64","54,29","56,00","5.530,85","5.704,58","6.934,92","7.152,65"
"noviembre","12","4.468,56","4.472,09","2.111,71","2.179,38","907,27","937,05","54,65","56,41","5.509,15","5.684,92","6.900,96","7.122,70"
"noviembre","13","4.463,08","4.471,13","2.113,65","2.183,70","905,21","935,87","54,54","56,33","5.505,43","5.686,38","6.874,75","7.101,05"
"noviembre","14","4.465,60","4.469,76","2.100,69","2.168,42","905,25","934,90","54,50","56,24","5.499,44","5.676,60","6.879,93","7.101,11"
"noviembre","15","4.465,98","4.469,65","2.095,28","2.163,43","905,33","934,58","53,95","55,69","5.519,84","5.696,12","6.874,45","7.093,78"
"noviembre","16","4.473,51","4.478,11","2.099,53","2.167,21","905,91","935,08","53,37","55,09","5.544,33","5.723,47","6.880,40","7.102,28"
"noviembre","17","4.473,51","4.478,11","2.099,53","2.167,21","905,91","935,08","53,37","55,09","5.544,33","5.723,47","6.880,40","7.102,28"
"noviembre","18","4.473,51","4.478,11","2.099,53","2.167,21","905,91","935,08","53,37","55,09","5.544,33","5.723,47","6.880,40","7.102,28"
"noviembre","19","4.460,11","4.472,03","2.087,08","2.158,11","901,78","932,64","53,29","55,11","5.510,85","5.696,92","6.868,44","7.100,69"
"noviembre","20","4.456,42","4.459,08","2.084,15","2.151,03","899,63","928,98","53,24","54,93","5.522,72","5.697,81","6.874,00","7.091,27"
"noviembre","21","4.458,10","4.461,62","2.078,02","2.145,01","899,97","929,50","52,94","54,65","5.536,04","5.712,21","6.882,65","7.102,01"
"noviembre","22","4.455,46","4.459,27","2.064,49","2.130,97","898,50","927,85","52,45","54,14","5.539,25","5.715,89","6.884,19","7.104,06"
"noviembre","23","4.452,67","4.456,52","2.065,07","2.132,31","897,01","926,03","52,43","54,10","5.562,56","5.740,00","6.884,20","7.104,14"
"noviembre","24","4.452,67","4.456,52","2.065,07","2.132,31","897,01","926,03","52,43","54,10","5.562,56","5.740,00","6.884,20","7.104,14"
"noviembre","25","4.452,67","4.456,52","2.065,07","2.132,31","897,01","926,03","52,43","54,10","5.562,56","5.740,00","6.884,20","7.104,14"
"noviembre","26","4.450,61","4.454,92","2.061,35","2.128,38","895,20","924,26","52,37","54,04","5.584,59","5.763,33","6.895,26","7.116,73"
"noviembre","27","4.436,80","4.440,85","2.068,59","2.136,05","892,51","921,34","52,38","54,08","5.578,45","5.758,01","6.892,80","7.113,80"
"noviembre","28","4.432,21","4.434,22","2.068,83","2.134,50","891,50","919,96","52,33","54,00","5.561,93","5.737,88","6.896,85","7.114,71"
"noviembre","29","4.443,62","4.452,28","2.059,39","2.127,94","893,42","923,23","52,67","54,42","5.555,99","5.739,88","6.883,14","7.110,74"
"noviembre","30","4.441,62","4.443,88","2.047,22","2.113,11","892,00","920,53","52,52","54,19","5.597,44","5.774,82","6.908,47","7.127,54"
"diciembre","01","4.441,62","4.443,88","2.047,22","2.113,11","892,00","920,53","52,52","54,19","5.597,44","5.774,82","6.908,47","7.127,54"
"diciembre","02","4.441,62","4.443,88","2.047,22","2.113,11","892,00","920,53","52,52","54,19","5.597,44","5.774,82","6.908,47","7.127,54"
"diciembre","03","4.422,52","4.427,24","2.035,42","2.101,40","887,62","916,61","51,88","53,57","5.570,79","5.750,10","6.865,47","7.086,68"
"diciembre","04","4.346,83","4.362,72","1.995,47","2.066,17","870,62","901,57","51,21","53,00","5.497,80","5.688,99","6.776,22","7.013,51"
"diciembre","05","4.309,19","4.325,68","1.982,13","2.051,74","862,73","893,27","51,04","52,84","5.472,76","5.664,05","6.735,10","6.971,27"
"diciembre","06","4.319,20","4.333,44","1.989,38","2.059,13","863,84","893,95","51,04","52,82","5.473,32","5.662,07","6.739,43","6.972,07"
"diciembre","07","4.315,78","4.323,94","2.010,04","2.076,82","862,44","891,99","50,83","52,53","5.457,69","5.638,42","6.743,30","6.966,73"
"diciembre","08","4.315,78","4.323,94","2.010,04","2.076,82","862,44","891,99","50,83","52,53","5.457,69","5.638,42","6.743,30","6.966,73"
"diciembre","09","4.315,78","4.323,94","2.010,04","2.076,82","862,44","891,99","50,83","52,53","5.457,69","5.638,42","6.743,30","6.966,73"
"diciembre","10","4.296,43","4.309,03","2.005,55","2.074,94","857,61","887,09","50,40","52,14","5.379,46","5.562,53","6.672,64","6.900,91"
"diciembre","11","4.282,90","4.296,05","1.995,87","2.065,41","853,94","883,51","50,54","52,27","5.371,66","5.555,65","6.680,71","6.910,63"
"diciembre","12","4.284,69","4.292,53","2.002,77","2.069,19","854,12","882,87","50,44","52,13","5.397,59","5.576,00","6.688,49","6.910,11"
"diciembre","13","4.295,68","4.303,17","2.002,21","2.068,33","855,17","883,61","50,26","51,93","5.431,02","5.610,04","6.718,56","6.939,29"
"diciembre","14","4.318,48","4.341,59","2.018,76","2.093,14","858,74","891,13","50,18","52,04","5.479,11","5.680,10","6.763,86","7.011,23"
"diciembre","15","4.318,48","4.341,59","2.018,76","2.093,14","858,74","891,13","50,18","52,04","5.479,11","5.680,10","6.763,86","7.011,23"
"diciembre","16","4.318,48","4.341,59","2.018,76","2.093,14","858,74","891,13","50,18","52,04","5.479,11","5.680,10","6.763,86","7.011,23"
"diciembre","17","4.315,62","4.322,72","2.010,16","2.077,23","857,82","886,26","50,17","51,81","5.478,42","5.658,01","6.747,24","6.968,22"
"diciembre","18","4.302,72","4.309,38","1.995,52","2.061,90","854,38","882,53","49,83","51,49","5.490,42","5.669,85","6.762,13","6.984,21"
"diciembre","19","4.297,78","4.312,80","1.990,00","2.059,89","853,05","883,23","49,65","51,38","5.494,96","5.686,43","6.760,20","6.995,79"
"diciembre","20","4.271,84","4.282,00","1.992,92","2.059,94","846,51","875,49","48,99","50,64","5.505,30","5.689,49","6.746,75","6.973,24"
"diciembre","21","4.209,52","4.231,60","1.979,46","2.052,08","833,31","864,03","48,43","50,21","5.418,45","5.615,76","6.643,01","6.886,08"
"diciembre","22","4.209,52","4.231,60","1.979,46","2.052,08","833,31","864,03","48,43","50,21","5.418,45","5.615,76","6.643,01","6.886,08"
"diciembre","23","4.209,52","4.231,60","1.979,46","2.052,08","833,31","864,03","48,43","50,21","5.418,45","5.615,76","6.643,01","6.886,08"
"diciembre","24","4.157,67","4.181,38","1.942,46","2.014,93","822,21","853,34","48,02","49,81","5.323,48","5.519,84","6.542,64","6.785,54"
"diciembre","25","4.157,67","4.181,38","1.942,46","2.014,93","822,21","853,34","48,02","49,81","5.323,48","5.519,84","6.542,64","6.785,54"
"diciembre","26","4.157,67","4.181,38","1.942,46","2.014,93","822,21","853,34","48,02","49,81","5.323,48","5.519,84","6.542,64","6.785,54"
"diciembre","27","4.212,03","4.244,04","1.992,04","2.070,77","831,69","864,37","47,71","49,57","5.403,30","5.613,59","6.582,83","6.840,12"
"diciembre","28","4.290,40","4.320,80","2.031,38","2.109,77","847,16","880,00","48,42","50,30","5.523,39","5.735,43","6.727,78","6.985,87"
"diciembre","29","4.290,40","4.320,80","2.031,38","2.109,77","847,16","880,00","48,42","50,30","5.523,39","5.735,43","6.727,78","6.985,87"
"diciembre","30","4.290,40","4.320,80","2.031,38","2.109,77","847,16","880,00","48,42","50,30","5.523,39","5.735,43","6.727,78","6.985,87"
"diciembre","31","4.223,51","4.252,54","2.002,25","2.078,97","833,96","866,10","47,60","49,43","5.411,06","5.617,61","6.606,51","6.859,35"
