fecha,dolar_compra,dolar_venta,real_compra,real_venta,peso_compra,peso_venta,yen_compra,yen_venta,euro_compra,euro_venta,libra_compra,libra_venta
01/12/16,5835.65,5839.52,1680.92,1682.47,367.50,367.97,50.95,50.99,6183.45,6188.14,7358.17,7363.63
02/12/16,5827.36,5835.31,1687.13,1689.83,366.64,367.37,51.34,51.42,6213.71,6222.77,7374.52,7385.17
03/12/16,5827.36,5835.31,1687.13,1689.83,366.64,367.37,51.34,51.42,6213.71,6222.77,7374.52,7385.17
04/12/16,5827.36,5835.31,1687.13,1689.83,366.64,367.37,51.34,51.42,6213.71,6222.77,7374.52,7385.17
05/12/16,5812.99,5813.81,1682.58,1683.21,364.25,364.53,50.73,50.74,6240.24,6241.71,7393.54,7395.75
06/12/16,5795.54,5797.32,1686.61,1687.82,365.44,365.78,50.84,50.86,6217.46,6219.94,7377.72,7381.15
07/12/16,5799.98,5810.01,1710.45,1713.77,363.12,363.98,51.09,51.18,6240.78,6252.15,7314.93,7328.17
08/12/16,5799.98,5810.01,1710.45,1713.77,363.12,363.98,51.09,51.18,6240.78,6252.15,7314.93,7328.17
09/12/16,5813.55,5820.04,1730.33,1732.67,363.41,364.04,50.46,50.52,6128.64,6135.49,7313.45,7322.77
10/12/16,5813.55,5820.04,1730.33,1732.67,363.41,364.04,50.46,50.52,6128.64,6135.49,7313.45,7322.77
11/12/16,5813.55,5820.04,1730.33,1732.67,363.41,364.04,50.46,50.52,6128.64,6135.49,7313.45,7322.77
12/12/16,5797.84,5799.27,1732.92,1734.23,360.85,361.16,50.25,50.27,6155.57,6157.66,7333.69,7336.08
13/12/16,5794.43,5799.40,1742.11,1743.97,361.90,362.44,50.26,50.31,6165.27,6171.14,7343.86,7350.74
14/12/16,5785.48,5792.69,1745.51,1748.10,365.48,366.16,50.30,50.36,6158.06,6165.74,7351.03,7360.77
15/12/16,5803.23,5811.86,1716.17,1719.13,362.05,362.82,48.99,49.07,6042.90,6052.47,7230.82,7242.74
16/12/16,5791.63,5796.50,1708.24,1709.98,363.23,363.76,49.02,49.07,6038.93,6044.59,7194.94,7201.57
17/12/16,5791.63,5796.50,1708.24,1709.98,363.23,363.76,49.02,49.07,6038.93,6044.59,7194.94,7201.57
18/12/16,5791.63,5796.50,1708.24,1709.98,363.23,363.76,49.02,49.07,6038.93,6044.59,7194.94,7201.57
19/12/16,5773.46,5783.93,1708.28,1711.98,364.47,365.37,49.38,49.47,6032.11,6043.63,7143.50,7157.61
20/12/16,5764.66,5772.46,1713.17,1715.90,364.23,364.95,48.82,48.89,5977.38,5986.04,7103.79,7113.98
21/12/16,5742.96,5750.80,1723.16,1726.09,362.05,362.78,48.92,48.99,5742.96,5750.80,7112.66,7122.94
22/12/16,5765.20,5781.23,1734.47,1739.71,365.48,366.87,49.12,49.26,6038.47,6055.84,7111.37,7131.73
23/12/16,5757.77,5764.85,1763.05,1765.70,370.07,370.72,49.10,49.16,6016.87,6024.27,7059.60,7069.44
24/12/16,5757.77,5764.85,1763.05,1765.70,370.07,370.72,49.10,49.16,6016.87,6024.27,7059.60,7069.44
25/12/16,5757.77,5764.85,1763.05,1765.70,370.07,370.72,49.10,49.16,6016.87,6024.27,7059.60,7069.44
26/12/16,5748.77,5750.34,1755.99,1757.01,365.99,366.32,49.10,49.14,6013.21,6019.46,7053.74,7076.37
27/12/16,5739.14,5751.80,1750.43,1754.51,370.00,371.06,48.82,48.93,5998.55,6012.36,7032.17,7048.83
28/12/16,5753.05,5765.97,1747.85,1752.10,370.60,371.67,48.91,49.03,5976.27,5990.27,7021.02,7037.37
29/12/16,5759.23,5774.63,1765.82,1771.14,365.81,367.03,49.34,49.48,6025.88,6042.57,7046.42,7066.41
30/12/16,5759.23,5774.63,1765.82,1771.14,365.81,367.03,49.34,49.48,6025.88,6042.57,7046.42,7066.41
31/12/16,5759.23,5774.63,1765.82,1771.14,365.81,367.03,49.34,49.48,6025.88,6042.57,7046.42,7066.41
01/11/16,5724.28,5733.71,1779.83,1783.42,378.26,379.14,54.75,54.84,6322.47,6332.88,7002.51,7014.62
02/11/16,5719.42,5733.30,1769.62,1774.19,379.15,380.32,55.36,55.50,6353.70,6369.70,7036.03,7054.25
03/11/16,5725.86,5737.20,1770.25,1774.30,378.24,379.24,55.55,55.66,6347.12,6360.26,7124.69,7139.37
04/11/16,5728.47,5738.84,1768.43,1772.01,379.71,380.65,55.52,55.63,6369.49,6381.59,7180.06,7193.64
05/11/16,5728.47,5738.84,1768.43,1772.01,379.71,380.65,55.52,55.63,6369.49,6381.59,7180.06,7193.64
06/11/16,5728.47,5738.84,1768.43,1772.01,379.71,380.65,55.52,55.63,6369.49,6381.59,7180.06,7193.64
07/11/16,5729.96,5736.83,1794.76,1797.59,380.73,381.44,54.81,54.88,6329.31,6336.90,7098.85,7108.51
08/11/16,5728.02,5734.53,1795.11,1797.66,380.93,381.62,54.69,54.76,6330.61,6338.38,7099.88,7108.52
09/11/16,5734.39,5745.08,1775.74,1779.71,381.09,382.05,54.89,55.00,6286.04,6298.33,7112.36,7126.77
10/11/16,5738.16,5747.64,1702.67,1706.34,378.61,379.49,53.85,53.95,6251.15,6261.48,7163.52,7175.93
11/11/16,5738.19,5746.82,1645.36,1648.02,376.77,377.58,53.78,53.86,6219.05,6228.98,7219.79,7231.80
12/11/16,5738.19,5746.82,1645.36,1648.02,376.77,377.58,53.78,53.86,6219.05,6228.98,7219.79,7231.80
13/11/16,5738.19,5746.82,1645.36,1648.02,376.77,377.58,53.78,53.86,6219.05,6228.98,7219.79,7231.80
14/11/16,5755.04,5763.17,1666.92,1669.95,370.47,371.23,53.12,53.20,6167.10,6176.39,7165.60,7176.30
15/11/16,5741.76,5757.71,1671.45,1676.48,370.37,371.64,52.77,52.92,6170.67,6187.81,7119.21,7139.56
16/11/16,5758.26,5769.52,1687.45,1691.49,369.36,370.32,52.69,52.80,6160.76,6173.39,7163.85,7178.44
17/11/16,5770.48,5783.02,1694.11,1698.29,373.20,374.26,52.70,52.82,6156.53,6170.48,7173.28,7190.03
18/11/16,5794.82,5806.67,1714.09,1718.25,373.86,374.87,52.70,52.59,6143.09,6155.65,7149.65,7165.43
19/11/16,5794.82,5806.67,1714.09,1718.25,373.86,374.87,52.70,52.59,6143.09,6155.65,7149.65,7165.43
20/11/16,5794.82,5806.67,1714.09,1718.25,373.86,374.87,52.70,52.59,6143.09,6155.65,7149.65,7165.43
21/11/16,5797.11,5808.41,1731.51,1735.56,376.37,377.35,52.34,52.45,6160.01,6172.60,7245.23,7259.93
22/11/16,5796.71,5806.16,1724.03,1727.46,376.22,377.08,52.18,52.27,6155.53,6166.14,7202.41,7215.32
23/11/16,5809.17,5814.10,1707.78,1709.83,373.18,373.74,51.72,51.77,6130.42,6136.20,7203.37,7210.65
24/11/16,5813.15,5816.02,1713.28,1714.83,373.92,374.35,51.36,51.39,6147.41,6151.02,7253.65,7258.39
25/11/16,5814.24,5826.29,1702.91,1707.04,374.44,375.45,51.44,51.55,6165.42,6178.20,7230.59,7246.74
26/11/16,5814.24,5826.29,1702.91,1707.04,374.44,375.45,51.44,51.55,6165.42,6178.20,7230.59,7246.74
27/11/16,5814.24,5826.29,1702.91,1707.04,374.44,375.45,51.44,51.55,6165.42,6178.20,7230.59,7246.74
28/11/16,5816.39,5825.13,1710.55,1713.53,373.90,374.71,51.78,51.86,6155.49,6165.32,7212.91,7224.33
29/11/16,5822.66,5835.02,1711.59,1715.48,373.83,374.87,51.64,51.75,6185.41,6199.13,7281.82,7297.86
30/11/16,5834.62,5845.12,1716.82,1720.62,368.13,369.02,51.37,51.47,6181.20,6192.90,7260.02,7274.25
01/10/16,5550.17,5560.62,1710.96,1714.76,363.86,364.79,54.76,54.87,6236.73,6249.02,7209.12,7223.25
02/10/16,5550.17,5560.62,1710.96,1714.76,363.86,364.79,54.76,54.87,6236.73,6249.02,7209.12,7223.25
03/10/16,5550.17,5560.62,1710.96,1714.76,363.86,364.79,54.76,54.87,6236.73,6249.02,7209.12,7223.25
04/10/16,5570.92,5588.49,1726.67,1732.70,366.82,368.22,54.18,54.35,6214.92,6234.52,7100.69,7123.65
05/10/16,5575.50,5588.96,1723.92,1728.51,367.11,368.24,53.85,53.98,6244.00,6259.64,7105.42,7123.13
06/10/16,5566.66,5571.89,1721.13,1723.34,364.86,365.44,53.57,53.62,6216.85,6222.69,7037.93,7045.65
07/10/16,5573.12,5574.51,1729.87,1730.89,366.00,366.33,53.97,53.99,6224.62,6226.73,6938.53,6941.94
08/10/16,5573.12,5574.51,1729.87,1730.89,366.00,366.33,53.97,53.99,6224.62,6226.73,6938.53,6941.94
09/10/16,5573.12,5574.51,1729.87,1730.89,366.00,366.33,53.97,53.99,6224.62,6226.73,6938.53,6941.94
10/10/16,5558.97,5568.75,1731.12,1734.87,365.84,366.54,53.64,53.74,6198.81,6210.27,6886.45,6899.68
11/10/16,5574.11,5587.64,1732.17,1736.91,367.02,368.15,53.82,53.95,6165.52,6181.05,6823.27,6840.39
12/10/16,5578.50,5587.49,1746.45,1749.37,367.90,368.70,53.40,53.49,6140.81,6151.27,6807.44,6819.53
13/10/16,5598.07,5614.14,1740.86,1746.34,370.05,371.35,54.13,54.29,6175.23,6193.52,6827.41,6848.13
14/10/16,5600.69,5610.11,1752.74,1756.23,370.78,371.65,53.72,53.81,6162.44,6173.37,6828.92,6841.53
15/10/16,5600.69,5610.11,1752.74,1756.23,370.78,371.65,53.72,53.81,6162.44,6173.37,6828.92,6841.53
16/10/16,5600.69,5610.11,1752.74,1756.23,370.78,371.65,53.72,53.81,6162.44,6173.37,6828.92,6841.53
17/10/16,5604.98,5611.47,1752.21,1754.63,367.82,368.48,53.91,53.98,6164.36,6172.06,6830.79,6839.82
18/10/16,5604.72,5613.41,1760.39,1763.73,368.44,369.25,53.92,54.01,6151.18,6161.28,6896.05,6907.86
19/10/16,5623.09,5635.23,1771.55,1775.99,369.38,370.42,54.44,54.56,6164.59,6177.90,6906.84,6922.88
20/10/16,5631.03,5644.33,1777.92,1782.96,371.09,372.21,54.12,54.25,6149.65,6164.74,6891.82,6908.66
21/10/16,5654.60,5670.84,1790.90,1796.62,373.01,374.33,54.47,54.62,6145.42,6163.07,6899.18,6920.13
22/10/16,5654.60,5670.84,1790.90,1796.62,373.01,374.33,54.47,54.62,6145.42,6163.07,6899.18,6920.13
23/10/16,5654.60,5670.84,1790.90,1796.62,373.01,374.33,54.47,54.62,6145.42,6163.07,6899.18,6920.13
24/10/16,5667.17,5686.49,1810.83,1817.47,375.26,376.79,54.37,54.56,6167.58,6189.18,6915.08,6939.22
25/10/16,5697.11,5709.81,1825.59,1830.18,375.20,376.29,54.50,54.62,6191.62,6205.99,6914.58,6930.57
26/10/16,5700.07,5707.98,1824.49,1827.55,374.36,375.13,54.60,54.68,6225.05,6234.26,6969.48,6980.29
27/10/16,5716.30,5730.63,1811.42,1816.48,376.54,377.74,54.38,54.52,6234.77,6250.40,6952.74,6970.74
28/10/16,5724.32,5732.59,1802.65,1806.00,376.15,376.95,54.31,54.39,6258.97,6268.01,6958.48,6969.11
29/10/16,5724.32,5732.59,1802.65,1806.00,376.15,376.95,54.31,54.39,6258.97,6268.01,6958.48,6969.11
30/10/16,5724.32,5732.59,1802.65,1806.00,376.15,376.95,54.31,54.39,6258.97,6268.01,6958.48,6969.11
31/10/16,5717.30,5729.68,1798.18,1802.64,376.52,377.59,54.41,54.54,6255.87,6269.99,6951.67,6967.29
01/00/16,5527.90,5545.02,1705.04,1710.95,372.37,373.55,53.58,53.75,6190.70,6210.42,7337.18,7360.46
02/00/16,5543.09,5556.87,1705.20,1710.12,371.60,372.77,53.36,53.50,6186.64,6202.58,7376.19,7395.08
03/00/16,5543.09,5556.87,1705.20,1710.12,371.60,372.77,53.36,53.50,6186.64,6202.58,7376.19,7395.08
04/00/16,5543.09,5556.87,1705.20,1710.12,371.60,372.77,53.36,53.50,6186.64,6202.58,7376.19,7395.08
05/00/16,5534.55,5543.58,1692.47,1695.39,369.31,370.16,53.54,53.63,6172.13,6182.75,7368.70,7381.28
06/00/16,5535.66,5546.13,1721.13,1725.03,369.36,370.31,54.19,54.30,6226.51,6238.84,7436.61,7451.23
07/00/16,5573.39,5579.88,1743.59,1746.17,370.89,371.57,54.76,54.83,6262.26,6270.11,7433.23,7442.44
08/00/16,5546.99,5558.00,1733.87,1737.91,368.13,369.11,54.13,54.24,6237.04,6249.97,7373.61,7388.81
09/00/16,5554.72,5564.39,1699.11,1702.74,367.05,367.93,54.00,54.10,6226.29,6237.68,7365.00,7378.38
