fecha,dolar_compra,dolar_venta,real_compra,real_venta,peso_compra,peso_venta,yen_compra,yen_venta,euro_compra,euro_venta,libra_compra,libra_venta
01/06/24,7521.21,7522.66,1435.10,1435.68,8.40,8.40,47.83,47.84,8153.74,8156.07,9569.99,9572.59
02/06/24,7521.21,7522.66,1435.10,1435.68,8.40,8.40,47.83,47.84,8153.74,8156.07,9569.99,9572.59
03/06/24,7520.03,7533.79,1436.03,1439.06,8.39,8.41,48.19,48.28,8188.56,8204.29,9619.63,9637.97
01/05/24,7481.84,7504.70,1444.85,1449.54,8.53,8.56,47.49,47.63,7990.61,8015.77,9357.54,9386.88
02/05/24,7480.73,7492.37,1462.65,1465.16,8.52,8.53,48.62,48.70,8008.87,8021.33,9356.15,9371.45
03/05/24,7473.56,7482.57,1474.02,1476.11,8.50,8.52,48.90,48.96,8046.04,8056.48,9375.58,9387.63
04/05/24,7473.56,7482.57,1474.02,1476.11,8.50,8.52,48.90,48.96,8046.04,8056.48,9375.58,9387.63
05/05/24,7473.56,7482.57,1474.02,1476.11,8.50,8.52,48.90,48.96,8046.04,8056.48,9375.58,9387.63
06/05/24,7449.97,7474.24,1470.44,1475.46,8.46,8.49,48.42,48.58,8029.58,8056.48,9366.85,9398.11
07/05/24,7470.12,7473.21,1475.17,1476.19,8.48,8.49,48.34,48.36,8047.56,8050.89,9361.56,9366.18
08/05/24,7466.81,7489.81,1468.83,1473.65,8.47,8.49,48.03,48.19,8029.81,8054.54,9335.01,9364.50
09/05/24,7486.11,7504.24,1451.41,1455.13,8.48,8.51,48.08,48.20,8064.04,8084.32,9362.13,9385.56
10/05/24,7506.55,7517.46,1455.77,1458.29,8.50,8.52,48.16,48.23,8084.56,8096.31,9400.46,9415.62
11/05/24,7506.55,7517.46,1455.77,1458.29,8.50,8.52,48.16,48.23,8084.56,8096.31,9400.46,9415.62
12/05/24,7506.55,7517.46,1455.77,1458.29,8.50,8.52,48.16,48.23,8084.56,8096.31,9400.46,9415.62
13/05/24,7494.36,7519.74,1452.14,1457.34,8.47,8.51,47.99,48.16,8090.91,8119.06,9412.91,9445.54
14/05/24,7494.36,7519.74,1452.14,1457.34,8.47,8.51,47.99,48.16,8090.91,8119.06,9412.91,9445.54
