fecha,dolar_compra,dolar_venta,real_compra,real_venta,peso_compra,peso_venta,yen_compra,yen_venta,euro_compra,euro_venta,libra_compra,libra_venta
01/01/15,4629.30,4642.16,1738.31,1743.99,541.22,542.98,38.76,38.87,5634.78,5650.90,7205.97,7226.45
02/01/15,4629.30,4642.16,1738.31,1743.99,541.22,542.98,38.76,38.87,5634.78,5650.90,7205.97,7226.45
03/01/15,4629.30,4642.16,1738.31,1743.99,541.22,542.98,38.76,38.87,5634.78,5650.90,7205.97,7226.45
04/01/15,4629.30,4642.16,1738.31,1743.99,541.22,542.98,38.76,38.87,5634.78,5650.90,7205.97,7226.45
05/01/15,4650.87,4664.35,1729.21,1735.38,543.58,545.41,38.71,38.82,5593.14,5609.81,7155.36,7176.57
06/01/15,4708.34,4728.82,1728.21,1736.94,550.17,552.96,39.39,39.57,5619.40,5644.32,7174.57,7206.25
07/01/15,4730.76,4741.53,1754.02,1759.45,553.24,554.88,39.90,39.99,5641.43,5654.75,7178.46,7195.27
08/01/15,4723.56,4733.21,1748.88,1753.63,550.92,552.30,39.52,39.61,5584.19,5596.07,7120.77,7135.79
09/01/15,4702.77,4712.67,1760.41,1764.52,547.22,548.75,39.32,39.40,5553.03,5565.19,7108.24,7123.67
10/01/15,4702.77,4712.67,1760.41,1764.52,547.22,548.75,39.32,39.40,5553.03,5565.19,7108.24,7123.67
11/01/15,4702.77,4712.67,1760.41,1764.52,547.22,548.75,39.32,39.40,5553.03,5565.19,7108.24,7123.67
12/01/15,4715.74,4724.28,1785.45,1789.16,548.70,550.06,39.77,39.84,5580.61,5591.19,7144.35,7157.76
13/01/15,4713.90,4722.61,1769.02,1773.35,548.49,549.88,39.80,39.88,5573.72,5584.49,7143.44,7157.12
14/01/15,4713.23,4721.89,1787.89,1792.12,548.52,549.73,39.86,39.94,5556.43,5567.11,7153.74,7167.36
15/01/15,4724.07,4734.01,1807.15,1811.58,549.32,550.85,40.44,40.53,5575.35,5587.55,7191.92,7207.53
16/01/15,4734.71,4739.75,1798.90,1801.57,550.70,551.67,40.47,40.52,5488.48,5494.79,7175.93,7184.04
17/01/15,4734.71,4739.75,1798.90,1801.57,550.70,551.67,40.47,40.52,5488.48,5494.79,7175.93,7184.04
18/01/15,4734.71,4739.75,1798.90,1801.57,550.70,551.67,40.47,40.52,5488.48,5494.79,7175.93,7184.04
19/01/15,4728.87,4734.95,1799.14,1802.07,549.82,550.79,40.24,40.29,5441.04,5448.51,7144.85,7154.51
20/01/15,4729.44,4737.69,1795.60,1799.56,549.81,551.15,40.25,40.33,5496.08,5506.14,7155.64,7168.60
21/01/15,4736.73,4749.00,1804.47,1809.49,549.89,551.68,40.05,40.15,5487.03,5501.72,7197.93,7217.06
22/01/15,4757.40,4778.62,1829.77,1838.85,552.18,555.02,40.40,40.59,5515.73,5540.81,7192.71,7225.27
23/01/15,4789.08,4809.84,1869.64,1879.87,555.40,558.19,40.58,40.76,5465.30,5489.47,7207.57,7239.29
24/01/15,4789.08,4809.84,1869.64,1879.87,555.40,558.19,40.58,40.76,5465.30,5489.47,7207.57,7239.29
25/01/15,4789.08,4809.84,1869.64,1879.87,555.40,558.19,40.58,40.76,5465.30,5489.47,7207.57,7239.29
26/01/15,4812.36,4826.19,1866.56,1872.87,557.72,559.58,40.84,40.96,5430.27,5446.36,7232.98,7254.25
