fecha,dolar_compra,dolar_venta,real_compra,real_venta,peso_compra,peso_venta,yen_compra,yen_venta,euro_compra,euro_venta,libra_compra,libra_venta
01/12/13,4411.53,4415.92,1898.66,1902.18,720.54,721.85,43.15,43.20,6001.45,6008.30,7212.41,7221.35
02/12/13,4420.63,4433.72,1894.83,1902.07,720.27,722.69,43.20,43.33,6018.25,6036.51,7225.08,7247.36
03/12/13,4439.95,4457.06,1882.13,1891.39,721.06,724.14,43.08,43.25,6012.58,6036.64,7262.87,7291.30
04/12/13,4432.94,4440.11,1872.81,1877.03,718.18,719.63,43.33,43.40,6026.58,6038.11,7276.67,7290.22
05/12/13,4441.32,4443.74,1864.53,1867.12,716.34,717.02,43.40,43.43,6024.65,6028.82,7266.44,7272.62
06/12/13,4441.37,4448.52,1882.42,1885.85,713.47,714.91,43.56,43.64,6063.36,6073.56,7245.21,7257.76
07/12/13,4441.37,4448.52,1882.42,1885.85,713.47,714.91,43.56,43.64,6063.36,6073.56,7245.21,7257.76
08/12/13,4441.37,4448.52,1882.42,1885.85,713.47,714.91,43.56,43.64,6063.36,6073.56,7245.21,7257.76
09/12/13,4480.35,4500.95,1920.67,1930.25,717.14,720.73,43.57,43.77,6135.39,6164.05,7323.58,7358.15
10/12/13,4494.42,4511.63,1936.42,1945.09,719.39,722.44,43.58,43.76,6165.00,6189.51,7362.76,7391.85
11/12/13,4474.81,4475.45,1939.41,1940.28,714.13,714.71,43.47,43.49,6160.92,6162.25,7352.11,7354.06
12/12/13,4487.60,4491.46,1918.19,1921.89,715.16,716.06,43.79,43.84,6186.16,6192.38,7339.47,7346.68
13/12/13,4510.25,4516.84,1927.05,1930.27,717.91,719.24,43.74,43.81,6203.40,6212.91,7363.89,7375.55
14/12/13,4510.25,4516.84,1927.05,1930.27,717.91,719.24,43.74,43.81,6203.40,6212.91,7363.89,7375.55
15/12/13,4510.25,4516.84,1927.05,1930.27,717.91,719.24,43.74,43.81,6203.40,6212.91,7363.89,7375.55
16/12/13,4530.67,4557.81,1937.43,1950.70,720.17,724.62,43.89,44.16,6222.88,6260.61,7383.18,7428.32
17/12/13,4522.02,4531.80,1947.89,1953.78,716.36,718.19,43.91,44.01,6219.59,6234.85,7372.70,7389.55
18/12/13,4516.03,4527.34,1950.35,1955.74,713.43,715.50,44.00,44.13,6209.54,6226.00,7336.74,7356.93
19/12/13,4516.02,4521.67,1927.95,1930.77,709.79,710.95,43.78,43.84,6212.69,6222.27,7399.95,7410.56
20/12/13,4547.06,4560.78,1931.22,1938.28,710.20,712.62,43.64,43.78,6212.19,6231.85,7448.99,7471.93
